PSDate,C7F7_Elution_BatchNbr,CuIMAC_Wash_BatchNbr,DrugSubstance_Calcium,DrugSubstance_Copper,DrugSubstance_DNA,DrugSubstance_Glycine,DrugSubstance_HCP,DrugSubstance_Histidine,DrugSubstance_MicrobialLoad,DrugSubstance_MouseIgG,DrugSubstance_Oligo_AsialylN_glycans,DrugSubstance_Oligo_di_sialylN_glycans,DrugSubstance_OligomapSialyationRatio,DrugSubstance_Oligo_mono_sialylN_glycans,DrugSubstance_Oligo_tetra_sialylN_glycans,DrugSubstance_Oligo_tri_sialylN_glycans,DrugSubstance_Osmolality,DrugSubstance_OverallRecovery,DrugSubstance_pH,DrugSubstance_Polysorbate80,DrugSubstance_Potency,DrugSubstance_Purity,DrugSubstance_SECFluorescenceReg1,DrugSubstance_SECFluorescenceReg2,DrugSubstance_SECFluorescenceReg3,DrugSubstance_SECFluorescenceReg4,DrugSubstance_Sodium,DrugSubstance_SpecificActivity,DrugSubstance_Sucrose,DrugSubstance_ThrombinPepPeak2Area_,DrugSubstance_ThrombinPeptideMap_Peak2Area,DrugSubstance_TotalProtein,Load_LoadDensity,ParameterSetDate,Purif_BatchNbr
1/17/2013 0:00,270L054,270L11H,2.9,0.1,1,21.5,0.45,20,0,2,13.7,32.7,,11.9,11,30.7,397,79.45438997,6.8,83,1910,93.8,1,79.9,16.6,3.4,,5825,1,44.6,0.855,,2167.769886,1/17/2013 0:00,270L275
2/8/2013 0:00,270L3W6,270L43R,2.7,0.1,1,22.5,0.42,20.4,0,2,14.6,29.2,,13,11.5,31.7,400,74.55901466,6.7,83,1590,95,1,72.6,23.7,3.7,,5542,1.1,46,0.842,,2045.142045,2/8/2013 0:00,270L44J
4/13/2013 0:00,270L6NT,270L8HW,2.8,0.1,1,22.8,0.458,20.7,0,2,13.4,28.2,,9,13.8,35.7,398,0,6.7,75,1640,94.2,1,73.8,21.7,4.4,,6001,1.1,46.6,0.859,,2211.71875,4/13/2013 0:00,270LCX3
5/2/2013 0:00,270L8KH,270L8K2,2.7,0.1,1,21.7,0.473,19.5,0,2,13.9,27.9,,9.6,13.8,34.7,395,0,6.7,77,1780,95.1,1,70.6,25.4,3.9,,6454,1.2,47.3,0.852,,2028.196023,5/2/2013 0:00,270LJ81
5/9/2013 0:00,270L8KH,270L8K2,2.8,0.1,1,21.2,0.587,19.8,0,2,15.4,30.3,,16.9,9.7,27.7,386,0,6.8,76,1920,95.6,1,74.2,21.5,4.1,,6312,1.2,46.2,0.842,,2214.076705,5/9/2013 0:00,270LK27
7/4/2013 0:00,270LJ7H,270LCT0,3,0.1,1,22,0.382,20.1,0,2,13.4,32.2,,9.9,12.2,32.4,402,75.7102517,6.7,84,1400,92.7,1,77.4,17.7,4.8,,5804,1.14,45.9,0.857,241.2,1640.625,7/4/2013 0:00,270LP3L
7/17/2013 0:00,270LJ7H,270LJCT,2.9,0.1,1,20.9,0.524,19.2,0,2,13.3,30.7,,9.9,11.8,34.3,397,74.5059132,6.7,71,1460,93.4,1,73.5,21.1,5,,6237,1.12,45.8,0.861,,1885.653409,7/17/2013 0:00,270LP3H
7/24/2013 0:00,270LT3J,270LJCT,3,0.2,1,21.8,0.532,19.8,0,2,13.6,30.8,,12,10.1,33.5,395,75.64415488,6.8,77,1290,93.6,1,75.3,20.1,4.3,,5866,1.08,45.4,0.862,219.9,1791.761364,7/24/2013 0:00,270LP3J
8/2/2013 0:00,270LT3J,270LWKG,3.1,0.1,1,20.7,0.495,18.9,0,2,13.9,30.2,,12.5,10.1,33.4,399,70.50034196,6.8,70,1660,93.4,1,76.4,17.4,5.9,,6380,1.13,45.7,0.873,260.2,1968.068182,8/2/2013 0:00,270LP3C
8/14/2013 0:00,270N22K,270LWKG,2.8,0.1,1,21.7,0.531,19.9,0,2,13.9,30.5,,13.1,10.1,32.5,399,90.20308924,6.7,81,1700,95.2,1,73.2,22.1,4.6,,6811,1.16,46.6,0.836,249.6,1855.326705,8/14/2013 0:00,270LP38
8/23/2013 0:00,270N2GR,270LX23,2.8,0.1,1,21.1,0.668,19.1,0,2,13.9,31.1,,15.3,9.9,29.8,400,71.83223105,6.7,75,1610,95.6,1,75.7,19,5.1,,5517,1.2,47.4,0.823,291.8,2071.18608,8/23/2013 0:00,270LP3G
8/28/2013 0:00,270N2GR,270LX23,2.8,0.1,1,21.1,0.665,19.2,0,2,12.5,28.3,,12.3,11.3,35.6,398,73.85730212,6.7,80,1580,94.6,1,77.9,17.2,4.7,,5523,1,45.8,0.857,286.1,2169.850852,8/28/2013 0:00,270LP3N
9/25/2013 0:00,270N2KV,270N307,2.9,0.1,1,21.8,0.691,20.1,0,2,13.3,31.1,,15,10.5,30.1,403,81.34269024,6.8,79,1620,94.3,1,74.6,20.3,5,,5580,1.2,47,0.829,,2089.6875,9/25/2013 0:00,270LP3P
10/2/2013 0:00,270N22L,270N307,2.8,0.1,1,22.4,0.733,20.6,0,2,13.1,30.6,,14.3,10,32.1,424,72.67280977,6.8,88,1600,93.5,1,76.8,18.4,4.5,,5316,1.2,46,0.854,,2180.539773,10/2/2013 0:00,270LP39
10/4/2013 0:00,270N22L,270N307,2.7,0.1,1,21.8,0.8,20.1,0,2,13.1,30.2,,14.6,10.4,31.7,402,78.40100465,6.8,91,1750,93.6,1,78.7,16.8,4.4,,5112,1.09,45.9,0.844,,2164.083807,10/4/2013 0:00,270N79K
4/10/2015 0:00,270R98X,270R99C,3.3,0.1,1,23,0.586,20,0,2,13.7,30,0.34,11.7,10.3,34.3,399,65.06530332,6.7,84,1720,94,1,77.2,19.7,3.1,29,6368,1.04,45.8,0.9,270.1,1824.161932,4/10/2015 0:00,270R9PH
4/15/2015 0:00,270RG8T,270R99C,2.6,0.1,1,24,0.52,21,0,2,13.6,29.7,0.34,11.7,10.4,34.5,402,60.64764493,6.7,74,1540,95,1,75.2,21.2,3.5,28,5800,1.1,46.2,0.9,265.5,1942.798295,4/15/2015 0:00,270RCK8
4/22/2015 0:00,270RG8T,270RGV0,2.8,0.1,1,23,0.594,21,0,2,13.8,29.3,0.37,12.2,11.2,33.4,401,65.39399546,6.8,75,1620,95,1,76.7,19.9,3.2,28,6248,1.14,45.9,0.89,259.3,1860.617898,4/22/2015 0:00,270RGNG
4/29/2015 0:00,270RG8V,270RGV0,2.9,0.1,1,24,0.667,22,0,2,13,27.7,0.39,11.9,12.5,34.9,402,76.5561093,6.7,82,1720,94,1,79.4,17.7,2.8,27,6518,1.06,46.7,0.86,263.9,1873.046875,4/29/2015 0:00,270RGNH
5/6/2015 0:00,270RHGH,270RGV0,2.9,0.1,1,23,0.799,21,0,2,13.4,29.1,0.41,13.5,11.2,32.7,400,72.02445652,6.7,73,1860,95,1,77,20.1,2.7,28,5805,1.08,46.2,0.85,320.4,2232.5,5/6/2015 0:00,270RGNJ
6/20/2015 0:00,270RRP4,270RGH8,2.9,0.1,1,23,0.744,20,0,2,12.2,30,0.2,9.3,14.4,34.1,395,62.60869565,6.7,78,1440,93,1,81.3,13.9,4.5,29,5176,1.08,45.6,0.85,,1993.515625,6/20/2015 0:00,270RT43
6/24/2015 0:00,270RRP4,270RGH8,2.8,0.1,1,22,0.726,20,0,2,13.4,31,0.19,9.3,13.5,32.8,398,63.43326886,6.7,76,1610,93,1,77.9,16.9,5.1,28,5403,1.07,45.7,0.87,,2124.268466,6/24/2015 0:00,270RV85
7/1/2015 0:00,270RRP5,270RGH8,2.8,0.1,1,23,0.558,21,0,2,13.3,31.5,0.23,10.7,11.5,33.1,398,62.84753175,6.7,76,1570,93,1,78.7,16.3,4.7,28,5159,1.07,45.3,0.92,,1818.465909,7/1/2015 0:00,270RW75
7/4/2015 0:00,270RRP5,270RGH8,2.8,0.1,1,22,0.517,20,0,2,13.5,31.1,0.28,11.8,10.4,33.3,398,62.54852877,6.7,80,1460,93,1,79.4,15.9,4.6,29,4838,1.03,45.1,0.95,,1877.5,7/4/2015 0:00,270RW74
7/8/2015 0:00,270RRWJ,270RW9L,2.9,0.1,1,22,0.636,20,0,2,13.4,31.2,0.25,11,11.2,33.1,397,60.90250329,6.7,87,1600,94,1,77.4,17.9,4.5,29,5170,1.13,44.2,0.89,,1949.772727,7/8/2015 0:00,270RW76
7/11/2015 0:00,270RRWJ,270RW9L,2.9,0.1,1,22,0.633,20,0,2,14,32.2,0.3,13,9.4,31.4,404,60.57270204,6.7,79,1510,94,1,75.8,20,4.1,28,5165,1.04,44.5,0.91,,1871.803977,7/11/2015 0:00,270RXCW
7/18/2015 0:00,270RV72,270RW9L,2.8,0.1,1,23,0.604,21,0,2,13.5,32.6,0.33,13.8,8.8,31.4,398,62.84080397,6.6,77,1560,93,1,77.9,16.5,5.4,28,5200,1.08,45.3,0.9,,1898.835227,7/18/2015 0:00,270T0RV
7/22/2015 0:00,270RV72,270RW9L,2.7,0.1,1,22,0.681,20,0,2,14.3,32.2,0.36,14.7,8.2,30.6,399,64.53392622,6.7,84,1700,94,1,78.2,16,5.4,28,5403,1.15,45.3,0.86,,2089.460227,7/22/2015 0:00,270T0T0
7/25/2015 0:00,270T0KG,270T0LJ,2.7,0.1,1,24,0.583,24,0,2,12.8,32.3,0.32,13.3,9.4,32.2,397,60.67887478,6.7,84,1490,93.7,1,76.1,18.1,5.6,28,5382,1.1,45.2,0.88,,1679.211648,7/25/2015 0:00,270T0T2
7/29/2015 0:00,270T0KG,270T0LJ,2.7,0.1,1,22,0.654,23,0,2,14.4,33.4,0.38,15.3,7.6,29.3,402,60.54004124,6.7,84,1530,94,1,75.5,18.8,5.5,27,5080,1.09,44.7,0.87,301.2,1817.727273,7/29/2015 0:00,270T198
8/5/2015 0:00,270T0K6,270T0LJ,2.7,0.1,1,23,0.621,22,0,2,14.7,33.8,0.37,15.5,7.6,28.5,400,60.85842234,6.7,78,1510,93,1,79,15.5,5.3,27,5352,1.1,45.4,0.88,282.2,1952.173295,8/5/2015 0:00,270T23C
8/8/2015 0:00,270T0K8,270T0LK,2.7,0.1,1,21,0.712,22,0,2,15.5,32.3,0.37,14.9,8,29.3,398,64.94197292,6.7,78,1580,94,1,75.4,18.9,5.6,26,5497,1.14,45.7,0.87,287.4,1876.853693,8/8/2015 0:00,270T19C
8/12/2015 0:00,270T0K8,270T0LK,2.5,0.1,1,18,0.687,19,0,2,15.3,31.6,0.35,13.7,9.1,30.3,404,59.01597497,6.7,83,1480,94,1,73.1,21.4,5.2,27,5078,1.13,45.9,0.86,291.4,1915.056818,8/12/2015 0:00,270T241
8/15/2015 0:00,270T0K9,270T0LL,2.7,0.1,1,18,0.776,19,0,2,13.7,32.1,0.36,14.1,9.2,30.9,402,58.13241107,6.7,80,1480,93,1,75.1,20,4.6,27,5047,1.13,45.8,0.86,293.2,1820.518466,8/15/2015 0:00,270T240
8/20/2015 0:00,270T0K9,270T0LL,2.7,0.1,1,23,0.653,21,0,2,15,31,0.34,13.6,9.5,30.9,402,64.3835674,6.7,75,1590,94,1,77.1,17.9,5,28,5707,1.15,45.5,0.88,278.6,2008.181818,8/20/2015 0:00,270T336
8/22/2015 0:00,270T052,270T0LL,2.7,0.1,1,23,0.663,21,0,2,14.8,31,0.32,13.4,9.5,31.2,402,65.5920444,6.7,78,1630,95,1,75.1,20.1,4.6,27,5843,1.14,45.9,0.87,279,1910.213068,8/22/2015 0:00,270T242
8/26/2015 0:00,270T052,270T0LL,2.8,0.1,1,23,0.579,21,0,2.2,15.6,30.4,0.36,13.8,9.5,30.6,399,64.01585233,6.8,76,1590,95,1,71.5,22.5,5.9,27,5610,1.09,45.7,0.87,283.4,1998.728693,8/26/2015 0:00,270T2VL
8/29/2015 0:00,270T0KC,270T0LN,2.6,0.1,1,23,0.588,21,0,2,15.3,29.3,0.34,12.5,11,32,399,62.77899252,6.8,81,1590,94,1,72.7,21.6,5.6,27,5451,1.11,45.6,0.87,291.7,1889.424716,8/29/2015 0:00,270T2VN
9/5/2015 0:00,270T0KC,270T0LN,2.7,0.1,1,22,0.708,20,0,2,14.8,30.1,0.32,12.5,11,31.7,399,60.76086957,6.7,84,1560,93,1,75.9,18.6,5.3,26,5484,1.05,45.2,0.9,284.5,1806.427557,9/5/2015 0:00,270T2VP
9/19/2015 0:00,270T493,270T49W,2.7,0.1,1,22,0.69,20,0,2,14.1,29.8,0.34,11.8,11.9,32.4,406,62.93919771,6.7,85,1560,94,1,72.7,21.4,5.7,27,5745,1.07,45.8,0.91,271.5,1868.075284,9/19/2015 0:00,270T4PH
9/23/2015 0:00,270T491,270T49W,2.9,0.1,1,21,0.7,23,0,2,14.9,29.2,0.4,12.3,11.4,32.3,406,58.21846179,6.7,84,1460,95,1,70.7,24.5,4.7,29,5322,1.13,46.1,0.91,274.3,1874.339489,9/23/2015 0:00,270T6GP
9/26/2015 0:00,270T491,270T49W,2.7,0.1,1,20,0.77,18,0,2,13.1,28.9,0.36,11.1,13,33.8,412,63.0270793,6.7,89,1610,95,1,71.2,23.1,5.6,27,5691,1.12,46.3,0.91,282.9,1808.664773,9/26/2015 0:00,270T6GR
9/30/2015 0:00,270TCT2,270T49W,2.7,0.1,1,19,0.617,18,0,2,14,29.2,0.31,10.8,13,33.1,408,63.74569002,6.7,80,1600,94,1,76.3,19.2,4.4,27,5618,1.1,45.7,0.93,284.8,1808.37358,9/30/2015 0:00,270T6GT
10/3/2015 0:00,270TCT2,270T6V7,2.7,0.1,1,19,0.64,18,0,2,14.2,28.4,0.33,10.8,13,33.7,408,61.41921937,6.7,85,1530,94,1,73.5,22.1,4.3,28,5621,1.1,46,0.91,272.2,1945.383523,10/3/2015 0:00,270T6GV
10/7/2015 0:00,270T490,270T6V7,2.7,0.1,1,22,0.633,20,0,2,14.7,28.7,0.41,12.4,11.6,32.6,407,61.42986292,6.7,71,1510,95,1,69.6,25.2,5.1,28,5630,1.1,46.4,0.9,268.2,1944.090909,10/7/2015 0:00,270T7NN
10/10/2015 0:00,270T490,270T6V7,2.6,0.1,1,20,0.628,18,0,2,14.8,27.7,0.35,11.6,12.5,33.4,412,59.23786898,6.7,80,1490,95,1,72.6,23.7,3.7,29,5538,1.17,46.1,0.91,269.1,1779.034091,10/10/2015 0:00,270T7NP
10/14/2015 0:00,270TGN5,270T6V7,2.8,0.1,1,19,0.683,18,0,2,14.2,28.9,0.29,11.1,12.5,33.3,400,59.80489446,6.7,82,1480,94,1,77.4,17.3,5,29,5285,1.12,45.7,0.95,280,1935.276989,10/14/2015 0:00,270T7NR
10/17/2015 0:00,270TGN5,270T4P7,2.7,0.1,1,20,0.683,22,0,2,14.3,28.5,0.3,11.2,12.7,33.3,407,58.22504941,6.7,88,1710,94,1,76.2,18.4,5.1,29,5555,1.07,46.1,0.91,307.8,1789.794034,10/17/2015 0:00,270T7NT
10/21/2015 0:00,270T492,270T4P7,2.7,0.1,1,21,0.632,19,0,2,12.7,28.7,0.37,11,13.6,34,404,56.72610492,6.7,75,1340,95,1,71.3,22.8,5.6,26,5728,1.12,46.6,0.91,233.9,1530,10/21/2015 0:00,270TGNH
10/24/2015 0:00,270T492,270T4P7,2.8,0.1,1,22,0.622,20,0,2,11.5,28.4,0.32,10.2,14.4,35.6,408,59.22520661,6.8,77,1380,94,1,76,19.1,4.7,28,5247,1.1,46.1,0.89,263,1660.085227,10/24/2015 0:00,270TGNJ
10/28/2015 0:00,270TJ46,270T4P7,2.8,0.2,1,21,0.608,19,0,2,13,27.2,0.28,9.3,14.4,36.1,406,56.57298465,6.7,80,1330,94,1,77.7,16.9,5.2,28,5146,1.1,45.4,0.91,258.5,1707.954545,10/28/2015 0:00,270TGNL
11/2/2016 0:00,270W4GN,270W5VR,2.9,0.1,1,21,0.58,20,0,2,15.4,32.6,0.3,14.8,7.9,29.3,400,65.75318401,6.7,76,1520,94,1,79.5,16.3,4,30,5797,1,45.5,0.94,262.2,1865.274725,11/2/2016 0:00,270W5XK
11/5/2016 0:00,270W4GN,270W5VR,3,0.1,1,22,0.68,20,0,2,15,33.1,0.33,15.7,7.2,29.1,402,70.39224953,6.7,80,1650,94,1,77.2,18.3,4.1,28,5878,1.1,45.4,0.88,280.7,1953.85989,11/5/2016 0:00,270W6KL
11/10/2016 0:00,270W4GP,270W5VR,2.7,0.1,1,22,0.71,20,0,2,14.5,29.6,0.34,13.1,10.9,31.9,401,66.02849144,6.7,79,1580,94,1,73,21.9,4.7,28,5739,1,46.5,0.9,275.3,1934.924451,11/10/2016 0:00,270W70H
11/12/2016 0:00,270W4GP,270W5VR,2.9,0.1,1,23,0.55,20,0,2,13.7,28.2,0.38,12.2,12.3,33.6,402,66.79148095,6.7,81,1630,94,1,74.1,22.4,3.4,29,5346,1,46.7,0.94,304.9,2009.917582,11/12/2016 0:00,270W815
11/16/2016 0:00,270W7WC,270W7WV,3.1,0.1,1,23,0.47,20,0,2,13.5,27.7,0.35,11.4,12.8,34.6,402,62.81893869,6.7,72,1360,94,1,75.1,20.6,4.1,30,5261,1,46.3,0.91,258.5,1943.736264,11/16/2016 0:00,270W816
11/19/2016 0:00,270W7WC,270W7WV,3.1,0.1,1,21,0.53,20,0,2,13.7,30.4,0.23,10.5,11.2,34.1,404,70.30716508,6.7,94,1730,92,1,80.4,15.2,4.2,30,5634,1.1,45.4,0.89,307.1,1995.707418,11/19/2016 0:00,270W904
